"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"sona_surveycode";"c_0001";"c_0002";"c_0003";"c_0004";"js_onoff";"consent_participation";"sona_noid";"Alter";"Geschlecht";"Bildungsabschluss";"Berufsstatus";"Berufserfahrung";"ATTARI12_1";"ATTARI12_2";"ATTARI12_3";"ATTARI12_4";"ATTARI12_5";"ATTARI12_6";"ATTARI12_7";"ATTARI12_8";"ATTARI12_9";"ATTARI12_10";"ATTARI12_11";"ATTARI12_12";"GenKI_Erfahrung";"Akzeptanz_O1";"Akzeptanz_O2";"Akzeptanz_O3";"Akzeptanz_S1";"Akzeptanz_S2";"Akzeptanz_S3";"Attention_test";"v_114";"seriousness_check";"consent_data_usage";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6885738";"rts6885739";"rts6885741";"rts6885742";"rts6885743";"rts6901825";"rts6918916";"rts6918933";"rts6918959";"rts6918961";"rts6918972";"rts6918974";"rts6918975";"rts6918979"
"520";"0";"0";"31";"6997800";"-77";"309";"0";"1";"0";"0";"extern";"1";"1";"-77";"45";"1";"6";"2";"5";"4";"2";"4";"2";"4";"3";"2";"1";"3";"2";"2";"1";"2";"5";"3";"3";"-77";"-77";"-77";"4";"1";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"1";"1";"0";"-77";"-77";"5a345bc7e7f5d6519b4843f0cfdf98b1";"1";"0";"1736614898";"2025-01-11 17:01:38";"2025-01-11 17:06:47";"0000-00-00 00:00:00";"0";"54";"0";"309";"0";"86";"122";"206";"242";"197";"255";"150";"176";"287"
"521";"0";"0";"31";"6885744";"-77";"319";"24370";"2";"0";"1";"24370";"1";"1";"-77";"50";"1";"5";"2";"5";"3";"5";"3";"3";"3";"5";"3";"5";"3";"3";"1";"4";"4";"4";"3";"3";"-77";"-77";"-77";"3";"2";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 OPR/115.0.0.0 (Edition avira-2)";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"1";"1";"0";"-77";"-77";"a5855b0b3972f66feef416ae0543b539";"1";"0";"1736616390";"2025-01-11 17:26:30";"2025-01-11 17:31:49";"0000-00-00 00:00:00";"25";"14";"0";"309";"319";"64";"104";"219";"262";"183";"270";"124";"156";"297"
"522";"0";"0";"31";"6885744";"-77";"152";"6028";"3";"1";"0";"6028";"1";"1";"-77";"39";"1";"6";"2";"4";"5";"1";"5";"1";"5";"5";"1";"1";"5";"1";"5";"1";"4";"-77";"-77";"-77";"4";"2";"2";"4";"1";"1";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"1";"1";"0";"-77";"-77";"7cae9fa262738716bc77733e5ad27ff9";"1";"0";"1736617920";"2025-01-11 17:52:00";"2025-01-11 17:54:32";"0000-00-00 00:00:00";"19";"6";"0";"148";"152";"36";"47";"84";"101";"77";"107";"58";"71";"142"
"523";"0";"0";"31";"6885744";"-77";"236";"19705";"4";"1";"1";"19705";"1";"1";"-77";"20";"1";"4";"3";"3";"4";"2";"4";"2";"5";"5";"3";"3";"3";"2";"2";"1";"4";"-77";"-77";"-77";"4";"3";"2";"3";"2";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"0";"0";"0";"-77";"-77";"8ca8bd645ec6194d48936649ed7afa9b";"1";"0";"1736618354";"2025-01-11 17:59:14";"2025-01-11 18:03:10";"0000-00-00 00:00:00";"36";"7";"0";"227";"236";"65";"79";"168";"193";"132";"201";"91";"109";"214"
"524";"0";"0";"31";"6997800";"-77";"421";"0";"1";"0";"0";"extern";"1";"1";"-77";"46";"1";"4";"2";"5";"4";"3";"4";"4";"4";"2";"5";"2";"2";"2";"2";"2";"1";"4";"4";"3";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/26.0 Chrome/122.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"1";"0";"-77";"-77";"570757f55cbde826ae5e103c49e47348";"1";"0";"1736621610";"2025-01-11 18:53:30";"2025-01-11 19:00:31";"0000-00-00 00:00:00";"0";"65";"0";"421";"0";"132";"184";"314";"358";"301";"373";"225";"271";"395"
"525";"0";"0";"31";"6997800";"-77";"261";"0";"2";"0";"1";"extern";"1";"1";"-77";"39";"1";"4";"2";"5";"4";"2";"5";"2";"4";"3";"2";"1";"4";"1";"4";"1";"2";"2";"2";"2";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"1";"1";"0";"-77";"-77";"6cd8643bcfffaad1bbfaeef28d497732";"1";"0";"1736621767";"2025-01-11 18:56:07";"2025-01-11 19:00:28";"0000-00-00 00:00:00";"0";"15";"0";"261";"0";"53";"93";"189";"208";"182";"218";"145";"173";"234"
"526";"0";"0";"31";"6885744";"-77";"128";"33385";"3";"1";"0";"33385";"1";"1";"-77";"21";"1";"4";"2";"3";"4";"3";"4";"2";"4";"4";"3";"2";"4";"2";"2";"3";"3";"-77";"-77";"-77";"4";"4";"4";"3";"1";"1";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"0";"0";"0";"-77";"-77";"2fcd6653b4d84d1ed1c87104db049647";"1";"0";"1736622769";"2025-01-11 19:12:49";"2025-01-11 19:14:57";"0000-00-00 00:00:00";"11";"5";"0";"114";"128";"29";"39";"79";"90";"71";"102";"50";"63";"109"
"527";"0";"0";"31";"6885744";"-77";"191";"27004";"4";"1";"1";"27004";"1";"1";"-77";"61";"1";"5";"2";"5";"4";"2";"4";"1";"5";"4";"2";"1";"3";"2";"4";"2";"2";"-77";"-77";"-77";"5";"4";"4";"3";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"1";"0";"0";"-77";"-77";"b17c56ec9e671f8d116dc817055315a8";"1";"0";"1736624069";"2025-01-11 19:34:29";"2025-01-11 19:37:40";"0000-00-00 00:00:00";"30";"10";"0";"178";"191";"59";"77";"136";"152";"118";"158";"88";"103";"169"
"528";"0";"0";"31";"6885744";"-77";"133";"33541";"1";"0";"0";"33541";"1";"1";"-77";"23";"2";"5";"3";"2";"3";"4";"4";"2";"4";"3";"3";"2";"3";"2";"2";"4";"4";"3";"2";"5";"-77";"-77";"-77";"4";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"1";"0";"0";"-77";"-77";"73e9b4a2c0ac9497325a9ff771e5dc15";"1";"0";"1736626868";"2025-01-11 20:21:08";"2025-01-11 20:23:21";"0000-00-00 00:00:00";"15";"7";"0";"125";"133";"63";"73";"97";"104";"92";"108";"80";"87";"117"
"529";"0";"0";"31";"6885744";"-77";"196";"34864";"2";"0";"1";"34864";"1";"1";"-77";"26";"1";"5";"2";"4";"4";"1";"4";"2";"5";"5";"2";"2";"3";"1";"4";"2";"5";"5";"5";"4";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"1";"0";"0";"-77";"-77";"52424e174f9fd633848b951a6ff5e75e";"1";"0";"1736629948";"2025-01-11 21:12:28";"2025-01-11 21:15:44";"0000-00-00 00:00:00";"25";"21";"0";"190";"196";"53";"65";"144";"164";"107";"174";"82";"100";"181"
"530";"0";"0";"31";"6885744";"-77";"181";"8935";"3";"1";"0";"8935";"1";"1";"-77";"25";"1";"4";"2";"4";"3";"1";"4";"3";"3";"3";"2";"4";"3";"2";"3";"1";"3";"-77";"-77";"-77";"4";"4";"1";"3";"2";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"0";"0";"0";"-77";"-77";"c42e96aae7d9e089df1bb45fe692c09d";"1";"0";"1736636947";"2025-01-11 23:09:07";"2025-01-11 23:12:08";"0000-00-00 00:00:00";"13";"6";"0";"174";"181";"37";"59";"127";"149";"106";"157";"77";"97";"169"
"531";"0";"0";"31";"6885744";"-77";"203";"33559";"4";"1";"1";"33559";"1";"1";"-77";"24";"1";"4";"3";"3";"4";"2";"3";"3";"4";"4";"3";"1";"3";"2";"4";"2";"3";"-77";"-77";"-77";"4";"2";"3";"3";"2";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"0";"1";"0";"-77";"-77";"44319fb41ce6529807b86190a7e66412";"1";"0";"1736638610";"2025-01-11 23:36:50";"2025-01-11 23:40:13";"0000-00-00 00:00:00";"10";"7";"0";"199";"203";"31";"55";"139";"167";"106";"173";"68";"83";"194"
"532";"0";"0";"31";"6885744";"-77";"176";"34609";"1";"0";"0";"34609";"1";"1";"-77";"22";"1";"4";"3";"3";"4";"1";"4";"1";"4";"4";"1";"1";"3";"1";"4";"1";"5";"5";"2";"5";"-77";"-77";"-77";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"1";"1";"0";"-77";"-77";"4fb9cfc37f298a422438c6700dcbdc29";"1";"0";"1736646905";"2025-01-12 01:55:05";"2025-01-12 01:58:01";"0000-00-00 00:00:00";"11";"7";"0";"173";"176";"42";"59";"118";"137";"107";"149";"69";"87";"167"
"533";"0";"0";"31";"6885744";"-77";"98";"30577";"2";"0";"1";"30577";"1";"1";"-77";"21";"1";"5";"1";"3";"4";"1";"4";"1";"5";"4";"2";"1";"4";"2";"3";"4";"3";"4";"4";"4";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"0";"1";"0";"-77";"-77";"87aec263a56647594c6ef1d29bebe2b5";"1";"0";"1736670502";"2025-01-12 08:28:22";"2025-01-12 08:30:00";"0000-00-00 00:00:00";"7";"4";"0";"95";"98";"22";"32";"64";"70";"52";"77";"41";"49";"90"
"534";"0";"0";"31";"6885744";"-77";"298";"9781";"3";"1";"0";"9781";"1";"1";"-77";"22";"1";"4";"3";"4";"2";"3";"4";"3";"4";"3";"3";"4";"2";"3";"2";"2";"3";"-77";"-77";"-77";"5";"2";"2";"2";"2";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/134.0  Mobile/15E148 Safari/605.1.15";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"1";"0";"0";"-77";"-77";"7b76ab89f7f6656a300337070109e799";"1";"0";"1736675368";"2025-01-12 09:49:28";"2025-01-12 09:54:26";"0000-00-00 00:00:00";"11";"5";"0";"287";"298";"44";"106";"201";"239";"190";"261";"135";"167";"279"
"535";"0";"0";"31";"6885744";"-77";"855";"14902";"4";"1";"1";"14902";"1";"1";"-77";"31";"2";"4";"2";"4";"4";"2";"3";"3";"3";"4";"3";"1";"2";"3";"3";"3";"3";"-77";"-77";"-77";"3";"2";"3";"3";"2";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"0";"1";"0";"-77";"-77";"806991dbc9393214e2b28f1c3986e68d";"1";"0";"1736676413";"2025-01-12 10:06:53";"2025-01-12 10:21:08";"0000-00-00 00:00:00";"51";"14";"0";"848";"855";"104";"159";"703";"736";"454";"785";"185";"220";"834"
"536";"0";"0";"31";"6997800";"-77";"405";"0";"1";"0";"0";"extern";"1";"1";"-77";"42";"1";"3";"2";"5";"2";"4";"2";"4";"2";"2";"4";"3";"2";"3";"2";"3";"1";"4";"2";"2";"-77";"-77";"-77";"3";"2";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.154 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"0";"0";"-77";"-77";"d15255cdcc3e9065f5ec6af1478607c5";"1";"0";"1736678275";"2025-01-12 10:37:55";"2025-01-12 10:44:40";"0000-00-00 00:00:00";"0";"44";"0";"405";"0";"91";"173";"286";"334";"273";"345";"202";"232";"380"
"537";"0";"0";"31";"6885744";"-77";"231";"33004";"2";"0";"1";"33004";"1";"1";"-77";"40";"2";"5";"2";"4";"4";"2";"4";"4";"4";"3";"2";"2";"4";"2";"4";"2";"3";"5";"5";"3";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"1";"1";"0";"-77";"-77";"f381a80263cca1f8e3f4ba10a1fded6f";"1";"0";"1736678820";"2025-01-12 10:47:00";"2025-01-12 10:50:51";"0000-00-00 00:00:00";"11";"6";"0";"222";"231";"34";"57";"151";"175";"112";"193";"72";"88";"207"
"538";"0";"0";"31";"6997800";"-77";"269";"0";"3";"1";"0";"extern";"1";"1";"-77";"42";"1";"4";"2";"5";"2";"2";"2";"4";"2";"4";"4";"4";"2";"3";"2";"3";"2";"-77";"-77";"-77";"1";"1";"1";"4";"1";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_7_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.8.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"1";"0";"0";"-77";"-77";"7b1a56605985183fd8c7837c1d81c8d5";"1";"0";"1736679356";"2025-01-12 10:55:56";"2025-01-12 11:00:25";"0000-00-00 00:00:00";"0";"19";"0";"269";"0";"55";"96";"182";"217";"169";"234";"130";"156";"251"
"539";"0";"0";"31";"6997800";"-77";"383";"0";"4";"1";"1";"extern";"1";"1";"-77";"27";"2";"5";"4";"1";"4";"3";"5";"3";"5";"5";"3";"4";"3";"1";"4";"2";"5";"-77";"-77";"-77";"3";"1";"1";"3";"2";"1";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"1";"0";"0";"-77";"-77";"466c91b3db7550681764bed7fd860994";"1";"0";"1736683327";"2025-01-12 12:02:07";"2025-01-12 12:08:30";"0000-00-00 00:00:00";"0";"12";"0";"383";"0";"33";"67";"182";"302";"151";"349";"110";"131";"375"
"540";"0";"0";"31";"6885744";"-77";"192";"27340";"1";"0";"0";"27340";"1";"1";"-77";"38";"1";"5";"2";"5";"3";"1";"4";"1";"4";"3";"1";"1";"3";"2";"3";"1";"3";"5";"4";"1";"-77";"-77";"-77";"4";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"0";"1";"0";"-77";"-77";"0efb6e919d94af15975cb3dff323c6a4";"1";"0";"1736685468";"2025-01-12 12:37:48";"2025-01-12 12:41:00";"0000-00-00 00:00:00";"13";"9";"0";"188";"192";"41";"67";"123";"142";"115";"157";"89";"107";"179"
"541";"0";"0";"31";"6885744";"-77";"204";"23290";"2";"0";"1";"23290";"1";"1";"-77";"22";"1";"4";"3";"3";"3";"2";"3";"4";"3";"2";"2";"4";"2";"2";"3";"1";"4";"4";"5";"4";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1 StudoBrowser/4.61.5-ios-de.hawaw.hawmobil (https://studo.com/studo-browser-information-and-contact)";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918972,6918979,6885742,6997799,6885743,6885744";"1";"0";"0";"-77";"-77";"eeb490775a92a2a29f9b61c05cfe1b39";"1";"0";"1736685592";"2025-01-12 12:39:52";"2025-01-12 12:43:16";"0000-00-00 00:00:00";"11";"5";"0";"197";"204";"34";"65";"129";"151";"121";"181";"84";"109";"189"
"542";"0";"0";"31";"6885744";"-77";"172";"0";"3";"1";"0";"-99";"1";"1";"2";"45";"1";"5";"2";"5";"4";"1";"4";"1";"5";"5";"1";"1";"3";"1";"5";"1";"5";"-77";"-77";"-77";"3";"3";"1";"4";"2";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"1";"1";"0";"-77";"-77";"6f459453b2d8d3cb630ab742004e9ff3";"1";"0";"1736686616";"2025-01-12 12:56:56";"2025-01-12 12:59:48";"0000-00-00 00:00:00";"21";"13";"0";"169";"172";"39";"53";"107";"143";"102";"151";"64";"79";"161"
"543";"0";"0";"31";"6885744";"-77";"557";"15178";"4";"1";"1";"15178";"1";"1";"-77";"28";"1";"5";"3";"5";"5";"2";"4";"1";"5";"4";"2";"3";"3";"2";"5";"1";"3";"-77";"-77";"-77";"4";"4";"4";"4";"2";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"1";"0";"0";"-77";"-77";"33af49bc32a5fc468cf043745e5ba4d8";"1";"0";"1736692326";"2025-01-12 14:32:06";"2025-01-12 14:41:23";"0000-00-00 00:00:00";"35";"21";"0";"551";"557";"67";"126";"416";"486";"219";"516";"140";"185";"545"
"545";"0";"0";"31";"6885744";"-77";"184";"33598";"2";"0";"1";"33598";"1";"1";"-77";"21";"1";"4";"3";"3";"3";"2";"3";"2";"3";"4";"3";"4";"3";"2";"4";"3";"3";"4";"4";"3";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"0";"0";"0";"-77";"-77";"3be42d9143a848bb7f07e9743d9c7e83";"1";"0";"1736698473";"2025-01-12 16:14:33";"2025-01-12 16:17:37";"0000-00-00 00:00:00";"9";"6";"0";"181";"184";"30";"44";"135";"151";"86";"158";"56";"69";"176"
"547";"0";"0";"31";"6885744";"-77";"215";"21202";"4";"1";"1";"21202";"1";"1";"-77";"22";"1";"4";"3";"3";"3";"2";"4";"3";"4";"3";"3";"3";"4";"2";"3";"2";"3";"-77";"-77";"-77";"3";"3";"3";"3";"2";"1";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"1";"1";"0";"-77";"-77";"a478b09412e3bcf9d34600b32ea74347";"1";"0";"1736703132";"2025-01-12 17:32:12";"2025-01-12 17:35:47";"0000-00-00 00:00:00";"8";"4";"0";"212";"215";"29";"64";"148";"171";"117";"180";"78";"94";"206"
"548";"0";"0";"31";"6885744";"-77";"240";"0";"1";"0";"0";"-99";"1";"1";"2";"45";"1";"5";"2";"5";"4";"1";"4";"1";"5";"4";"1";"1";"4";"1";"5";"2";"2";"4";"4";"4";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"1";"0";"0";"-77";"-77";"eec50944bea31326058a6ede500edc22";"1";"0";"1736703252";"2025-01-12 17:34:12";"2025-01-12 17:38:12";"0000-00-00 00:00:00";"20";"11";"0";"234";"240";"43";"64";"168";"186";"162";"202";"81";"103";"226"
"550";"0";"0";"31";"6885744";"-77";"1344";"28525";"3";"1";"0";"28525";"1";"1";"-77";"27";"2";"4";"2";"3";"5";"1";"5";"1";"5";"5";"1";"1";"5";"1";"4";"1";"4";"-77";"-77";"-77";"4";"3";"5";"3";"2";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"1";"1";"0";"-77";"-77";"cb83829904782a42c08341b98c4f66f2";"1";"0";"1736704281";"2025-01-12 17:51:21";"2025-01-12 18:13:45";"0000-00-00 00:00:00";"15";"10";"0";"1339";"1344";"39";"88";"1172";"1298";"1162";"1306";"1129";"1156";"1329"
"551";"0";"0";"31";"6885744";"-77";"308";"30418";"4";"1";"1";"30418";"1";"1";"-77";"54";"1";"5";"2";"5";"4";"1";"5";"3";"4";"3";"3";"1";"5";"1";"4";"1";"5";"-77";"-77";"-77";"4";"4";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36";"https://fernuni-hagen.sona-systems.com/";"0";"0";"-66";"0";"6885739,6885740,6980178,6885738,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6885743,6885744";"0";"0";"0";"-77";"-77";"25945510511cf692b5d4b0ef66b7e7ed";"1";"0";"1736705497";"2025-01-12 18:11:37";"2025-01-12 18:16:45";"0000-00-00 00:00:00";"11";"6";"0";"305";"308";"39";"100";"203";"273";"170";"292";"121";"143";"299"
